,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33419,35.0,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
5529,44.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37886,31.0,management,married,university.degree,no,yes,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,no
41127,61.0,admin.,married,high.school,no,yes,yes,cellular,nov,wed,2.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,yes
37128,29.0,student,single,high.school,no,unknown,unknown,cellular,aug,tue,1.0,4.0,3.0,success,-2.9,92.201,-31.4,0.884,5076.2,yes
13504,34.0,technician,single,university.degree,no,yes,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2817,48.0,admin.,divorced,high.school,no,yes,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1262,49.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,,4.855,5191.0,no
693,52.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39111,35.0,management,divorced,university.degree,no,no,no,cellular,dec,mon,2.0,999.0,1.0,failure,-3.0,92.713,-33.0,0.706,5023.5,yes
9219,48.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,fri,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
4743,56.0,retired,married,high.school,unknown,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
8489,45.0,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
9358,50.0,self-employed,married,basic.4y,unknown,yes,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28123,50.0,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,6.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.466,5099.1,yes
40513,44.0,retired,single,high.school,no,no,no,cellular,aug,mon,4.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8959999999999999,4991.6,yes
36501,29.0,technician,single,university.degree,no,yes,no,cellular,jun,wed,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
31781,56.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
40759,19.0,student,single,basic.6y,no,yes,yes,cellular,sep,thu,5.0,13.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
27140,38.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,fri,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
7463,42.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
2270,48.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24001,30.0,entrepreneur,married,university.degree,no,no,no,telephone,oct,fri,1.0,999.0,0.0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,yes
36615,32.0,admin.,married,university.degree,no,no,yes,cellular,jun,thu,3.0,3.0,1.0,success,-2.9,92.963,-40.8,1.26,5076.2,yes
33947,33.0,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
35970,30.0,admin.,single,high.school,no,yes,no,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
33895,45.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17951,44.0,housemaid,married,university.degree,unknown,no,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38246,77.0,retired,married,university.degree,no,no,yes,cellular,oct,mon,1.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes
10077,47.0,technician,married,professional.course,no,no,no,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
26933,34.0,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
723,34.0,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37457,28.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,5.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
36023,61.0,unknown,single,basic.4y,no,yes,no,cellular,may,tue,1.0,3.0,1.0,success,-1.8,92.893,-46.2,1.266,5099.1,no
13931,31.0,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,7.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33028,26.0,admin.,single,high.school,no,yes,no,cellular,may,mon,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
25087,32.0,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
20124,38.0,technician,divorced,high.school,no,yes,no,cellular,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
22417,33.0,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28136,55.0,retired,married,basic.4y,no,yes,no,cellular,apr,mon,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,yes
33912,58.0,housemaid,married,basic.4y,no,yes,no,cellular,may,wed,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
273,32.0,admin.,single,high.school,no,no,no,telephone,may,mon,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7493,38.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25347,35.0,admin.,married,university.degree,no,no,yes,telephone,nov,tue,4.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
15187,23.0,management,single,university.degree,no,no,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
36378,46.0,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,2.0,999.0,1.0,failure,-2.9,92.963,-40.8,,5076.2,yes
26938,33.0,management,single,university.degree,no,no,no,cellular,nov,thu,3.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
2751,29.0,housemaid,married,high.school,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
17009,45.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12340,53.0,housemaid,married,basic.4y,no,no,no,telephone,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
9260,31.0,technician,married,professional.course,no,no,no,telephone,jun,fri,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9901,43.0,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
28013,30.0,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,6.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
38245,33.0,blue-collar,married,basic.4y,no,yes,no,telephone,oct,mon,3.0,3.0,1.0,success,-3.4,92.431,-26.9,0.743,5017.5,no
18145,30.0,technician,single,university.degree,no,yes,no,cellular,jul,wed,15.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38156,59.0,technician,single,basic.6y,no,no,no,cellular,oct,thu,1.0,999.0,2.0,failure,-3.4,92.431,-26.9,0.754,5017.5,no
38750,36.0,management,married,university.degree,no,no,yes,cellular,nov,wed,3.0,3.0,3.0,success,-3.4,92.649,-30.1,0.715,5017.5,yes
4350,45.0,services,married,basic.9y,no,yes,no,telephone,may,tue,6.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4425,34.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,10.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14197,40.0,services,married,basic.6y,no,no,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2439,48.0,management,married,university.degree,unknown,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16899,56.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3151,44.0,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35072,33.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,5.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
23605,32.0,unemployed,married,university.degree,no,no,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
37115,58.0,management,married,university.degree,no,no,no,cellular,jul,wed,6.0,999.0,1.0,failure,-2.9,92.469,-33.6,0.903,5076.2,no
9590,54.0,technician,single,basic.9y,no,no,,telephone,jun,mon,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40768,26.0,technician,single,university.degree,no,no,no,cellular,sep,fri,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
5704,,entrepreneur,married,high.school,no,no,yes,telephone,may,mon,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34252,30.0,technician,married,basic.9y,no,yes,no,telephone,may,thu,7.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
17213,28.0,technician,single,unknown,no,yes,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25773,52.0,management,married,university.degree,no,yes,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
27816,88.0,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,3.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,yes
21514,33.0,admin.,single,high.school,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
13336,27.0,admin.,married,university.degree,no,no,no,telephone,jul,wed,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12171,43.0,technician,single,professional.course,no,yes,yes,telephone,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
39682,71.0,admin.,married,basic.4y,no,yes,yes,cellular,may,fri,4.0,3.0,2.0,success,-1.8,93.876,-40.0,0.684,5008.7,yes
28177,60.0,retired,divorced,basic.4y,no,no,no,cellular,apr,tue,4.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
37323,50.0,management,married,university.degree,no,no,no,cellular,aug,tue,3.0,4.0,1.0,success,-2.9,92.201,-31.4,0.883,5076.2,no
38899,66.0,retired,single,basic.4y,no,yes,no,cellular,nov,tue,3.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
6600,27.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29913,28.0,admin.,single,high.school,no,no,no,cellular,apr,mon,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
4141,33.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
40058,57.0,unknown,married,basic.4y,no,yes,no,cellular,jul,wed,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.802,4991.6,no
8360,30.0,blue-collar,married,basic.6y,unknown,,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
14805,34.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
18283,39.0,services,single,high.school,no,no,no,cellular,jul,wed,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39364,58.0,services,married,high.school,no,no,no,cellular,mar,mon,2.0,3.0,1.0,success,-1.8,93.369,-34.8,0.635,5008.7,yes
34782,44.0,technician,married,professional.course,no,yes,yes,cellular,may,thu,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
35167,35.0,blue-collar,married,basic.6y,no,yes,,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
13612,32.0,technician,single,university.degree,no,yes,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24119,35.0,technician,single,professional.course,no,yes,no,telephone,nov,fri,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,yes
6396,29.0,services,divorced,high.school,no,yes,no,telephone,may,tue,3.0,999.0,,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24327,,admin.,married,university.degree,unknown,no,no,cellular,nov,mon,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
7324,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
14696,55.0,retired,married,basic.4y,unknown,no,yes,cellular,jul,tue,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19778,46.0,entrepreneur,married,basic.9y,no,no,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
41013,29.0,admin.,single,high.school,no,no,no,telephone,oct,thu,2.0,6.0,1.0,success,-1.1,94.601,-49.5,1.025,4963.6,yes
37100,30.0,student,single,university.degree,no,no,no,cellular,jul,tue,2.0,13.0,2.0,failure,-2.9,92.469,-33.6,0.908,5076.2,yes
21297,31.0,technician,married,professional.course,no,no,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
8850,30.0,self-employed,single,university.degree,no,no,no,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
40002,21.0,student,single,high.school,no,yes,yes,cellular,jun,wed,2.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes
36595,21.0,student,single,high.school,no,no,no,cellular,jun,thu,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
20432,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
24113,29.0,self-employed,married,university.degree,no,yes,no,telephone,nov,thu,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.245,5195.8,no
38572,51.0,blue-collar,married,basic.9y,no,yes,no,cellular,oct,thu,2.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
14651,36.0,admin.,single,basic.9y,no,no,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
15316,41.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
13845,30.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
15188,25.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
37008,23.0,student,single,high.school,no,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes
36946,24.0,self-employed,single,unknown,no,no,yes,cellular,jul,thu,2.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
24788,40.0,management,married,university.degree,no,no,no,cellular,nov,tue,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
31325,32.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
7263,46.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
14229,29.0,admin.,married,high.school,unknown,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15387,30.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
17645,54.0,self-employed,divorced,high.school,unknown,no,no,telephone,jul,mon,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
168,40.0,blue-collar,married,unknown,no,no,no,telephone,may,mon,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40653,44.0,management,married,university.degree,no,no,no,cellular,sep,wed,1.0,3.0,3.0,success,-1.1,94.199,-37.5,0.88,4963.6,yes
36671,51.0,technician,married,basic.9y,no,no,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
30291,37.0,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
18302,32.0,admin.,married,high.school,no,no,no,cellular,jul,wed,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
16383,31.0,technician,married,basic.9y,no,no,no,cellular,jul,wed,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25579,46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
2554,31.0,admin.,married,high.school,unknown,yes,no,telephone,may,tue,13.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9321,42.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38708,28.0,admin.,married,high.school,no,no,no,cellular,nov,tue,2.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
9522,56.0,retired,married,basic.6y,no,unknown,unknown,telephone,jun,mon,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4372,51.0,admin.,married,basic.6y,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
10635,51.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
22220,47.0,services,divorced,high.school,unknown,no,no,cellular,aug,thu,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
25447,35.0,technician,single,high.school,no,yes,yes,cellular,nov,wed,3.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
35659,34.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
1305,39.0,management,married,university.degree,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24853,36.0,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,tue,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
27988,33.0,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
40628,34.0,admin.,married,university.degree,no,no,yes,cellular,sep,mon,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,yes
10938,45.0,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,wed,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
6906,42.0,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,7.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
11977,33.0,unknown,married,unknown,unknown,yes,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30055,61.0,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
28164,48.0,admin.,single,high.school,no,no,no,cellular,apr,mon,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
40109,62.0,technician,married,unknown,no,yes,no,cellular,jul,mon,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.8270000000000001,4991.6,yes
4936,31.0,technician,married,high.school,no,yes,no,telephone,may,wed,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
8924,37.0,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,thu,8.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
36471,31.0,services,married,high.school,no,no,no,cellular,jun,wed,4.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
38761,29.0,student,single,professional.course,no,no,no,cellular,nov,thu,3.0,3.0,2.0,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
32850,36.0,admin.,married,university.degree,no,no,no,cellular,may,mon,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
33500,27.0,technician,married,professional.course,no,no,no,cellular,may,tue,6.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
28167,34.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,mon,2.0,5.0,1.0,success,-1.8,93.075,-47.1,1.466,5099.1,yes
5319,46.0,admin.,married,high.school,no,yes,no,telephone,may,fri,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12767,56.0,services,married,basic.4y,unknown,no,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
27522,41.0,blue-collar,married,unknown,no,yes,no,cellular,nov,fri,4.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
14287,26.0,admin.,single,high.school,no,yes,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10495,32.0,technician,single,university.degree,no,yes,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10569,32.0,self-employed,married,professional.course,no,no,yes,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34523,32.0,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
25391,43.0,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
39305,53.0,blue-collar,single,basic.9y,no,unknown,unknown,cellular,mar,thu,1.0,9.0,2.0,success,-1.8,93.369,-34.8,0.643,5008.7,yes
39876,29.0,admin.,married,high.school,no,yes,no,cellular,jun,wed,1.0,999.0,1.0,failure,-1.7,94.055,-39.8,0.727,4991.6,yes
33515,30.0,student,single,university.degree,no,yes,no,cellular,may,tue,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
18392,35.0,technician,married,professional.course,no,no,no,cellular,jul,thu,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35586,33.0,admin.,single,professional.course,no,no,no,cellular,may,mon,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
17916,39.0,services,married,high.school,no,yes,yes,cellular,jul,tue,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
11961,51.0,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
36412,24.0,unknown,single,university.degree,no,no,no,cellular,jun,tue,1.0,3.0,2.0,success,-2.9,92.963,-40.8,1.262,5076.2,yes
10299,43.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
19679,50.0,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
11075,60.0,retired,married,high.school,no,yes,no,telephone,jun,wed,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34584,23.0,services,single,basic.9y,no,yes,no,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
36954,59.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
40191,22.0,admin.,single,university.degree,no,yes,no,telephone,jul,mon,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
7233,46.0,admin.,married,unknown,unknown,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39167,52.0,services,married,high.school,unknown,yes,no,cellular,mar,thu,2.0,11.0,3.0,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
7822,40.0,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
12290,46.0,self-employed,married,high.school,unknown,yes,no,telephone,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
16730,40.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
